,dataset,method,cell,run,k,resolution,cluster,trueclass,est_k,elapsed
18509,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2218,1,7,,4.0,b.cells,,104.357
18510,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7312,1,7,,4.0,b.cells,,104.357
18511,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells10013,1,7,,4.0,b.cells,,104.357
18512,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3692,1,7,,4.0,b.cells,,104.357
18513,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3595,1,7,,2.0,b.cells,,104.357
18514,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4238,1,7,,4.0,b.cells,,104.357
18515,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2746,1,7,,4.0,b.cells,,104.357
18516,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7434,1,7,,4.0,b.cells,,104.357
18517,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8064,1,7,,4.0,b.cells,,104.357
18518,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8740,1,7,,4.0,b.cells,,104.357
18519,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2525,1,7,,2.0,b.cells,,104.357
18520,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6248,1,7,,2.0,b.cells,,104.357
18521,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6580,1,7,,2.0,b.cells,,104.357
18522,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9779,1,7,,4.0,b.cells,,104.357
18523,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5148,1,7,,2.0,b.cells,,104.357
18524,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5766,1,7,,4.0,b.cells,,104.357
18525,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1000,1,7,,2.0,b.cells,,104.357
18526,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5407,1,7,,2.0,b.cells,,104.357
18527,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5970,1,7,,4.0,b.cells,,104.357
18528,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1743,1,7,,4.0,b.cells,,104.357
18529,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8478,1,7,,4.0,b.cells,,104.357
18530,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5229,1,7,,6.0,b.cells,,104.357
18531,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8705,1,7,,2.0,b.cells,,104.357
18532,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6880,1,7,,2.0,b.cells,,104.357
18533,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6621,1,7,,4.0,b.cells,,104.357
18534,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5037,1,7,,4.0,b.cells,,104.357
18535,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9020,1,7,,6.0,b.cells,,104.357
18536,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8712,1,7,,4.0,b.cells,,104.357
18537,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1630,1,7,,6.0,b.cells,,104.357
18538,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells10040,1,7,,2.0,b.cells,,104.357
18539,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5953,1,7,,4.0,b.cells,,104.357
18540,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells969,1,7,,4.0,b.cells,,104.357
18541,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells353,1,7,,4.0,b.cells,,104.357
18542,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9426,1,7,,4.0,b.cells,,104.357
18543,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1022,1,7,,4.0,b.cells,,104.357
18544,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3711,1,7,,4.0,b.cells,,104.357
18545,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells254,1,7,,4.0,b.cells,,104.357
18546,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3822,1,7,,2.0,b.cells,,104.357
18547,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8465,1,7,,2.0,b.cells,,104.357
18548,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9052,1,7,,4.0,b.cells,,104.357
18549,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2505,1,7,,4.0,b.cells,,104.357
18550,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4899,1,7,,4.0,b.cells,,104.357
18551,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8717,1,7,,2.0,b.cells,,104.357
18552,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8338,1,7,,4.0,b.cells,,104.357
18553,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8744,1,7,,4.0,b.cells,,104.357
18554,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2774,1,7,,4.0,b.cells,,104.357
18555,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7057,1,7,,4.0,b.cells,,104.357
18556,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells934,1,7,,2.0,b.cells,,104.357
18557,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells792,1,7,,4.0,b.cells,,104.357
18558,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4689,1,7,,4.0,b.cells,,104.357
18559,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5318,1,7,,6.0,b.cells,,104.357
18560,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6324,1,7,,2.0,b.cells,,104.357
18561,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4100,1,7,,2.0,b.cells,,104.357
18562,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4981,1,7,,4.0,b.cells,,104.357
18563,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5228,1,7,,4.0,b.cells,,104.357
18564,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8560,1,7,,6.0,b.cells,,104.357
18565,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells362,1,7,,4.0,b.cells,,104.357
18566,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells910,1,7,,2.0,b.cells,,104.357
18567,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells143,1,7,,4.0,b.cells,,104.357
18568,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8464,1,7,,4.0,b.cells,,104.357
18569,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6863,1,7,,4.0,b.cells,,104.357
18570,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5566,1,7,,4.0,b.cells,,104.357
18571,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3472,1,7,,4.0,b.cells,,104.357
18572,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3139,1,7,,6.0,b.cells,,104.357
18573,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3011,1,7,,4.0,b.cells,,104.357
18574,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5767,1,7,,2.0,b.cells,,104.357
18575,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5816,1,7,,2.0,b.cells,,104.357
18576,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9661,1,7,,4.0,b.cells,,104.357
18577,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7987,1,7,,4.0,b.cells,,104.357
18578,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5893,1,7,,2.0,b.cells,,104.357
18579,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8457,1,7,,4.0,b.cells,,104.357
18580,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4145,1,7,,4.0,b.cells,,104.357
18581,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8394,1,7,,6.0,b.cells,,104.357
18582,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells242,1,7,,2.0,b.cells,,104.357
18583,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9191,1,7,,6.0,b.cells,,104.357
18584,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2351,1,7,,4.0,b.cells,,104.357
18585,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7132,1,7,,4.0,b.cells,,104.357
18586,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2363,1,7,,4.0,b.cells,,104.357
18587,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells645,1,7,,4.0,b.cells,,104.357
18588,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1053,1,7,,2.0,b.cells,,104.357
18589,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells734,1,7,,2.0,b.cells,,104.357
18590,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4043,1,7,,2.0,b.cells,,104.357
18591,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9007,1,7,,2.0,b.cells,,104.357
18592,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8836,1,7,,4.0,b.cells,,104.357
18593,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7311,1,7,,4.0,b.cells,,104.357
18594,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4966,1,7,,2.0,b.cells,,104.357
18595,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4177,1,7,,4.0,b.cells,,104.357
18596,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1934,1,7,,6.0,b.cells,,104.357
18597,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2114,1,7,,2.0,b.cells,,104.357
18598,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5416,1,7,,2.0,b.cells,,104.357
18599,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2366,1,7,,4.0,b.cells,,104.357
18600,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5052,1,7,,2.0,b.cells,,104.357
18601,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1379,1,7,,2.0,b.cells,,104.357
18602,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9981,1,7,,2.0,b.cells,,104.357
18603,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9068,1,7,,2.0,b.cells,,104.357
18604,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells239,1,7,,4.0,b.cells,,104.357
18605,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9681,1,7,,4.0,b.cells,,104.357
18606,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells935,1,7,,6.0,b.cells,,104.357
18607,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1715,1,7,,6.0,b.cells,,104.357
18608,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4641,1,7,,4.0,b.cells,,104.357
18609,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3524,1,7,,2.0,b.cells,,104.357
18610,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9561,1,7,,4.0,b.cells,,104.357
18611,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8421,1,7,,4.0,b.cells,,104.357
18612,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5337,1,7,,4.0,b.cells,,104.357
18613,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7433,1,7,,4.0,b.cells,,104.357
18614,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7017,1,7,,4.0,b.cells,,104.357
18615,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5554,1,7,,4.0,b.cells,,104.357
18616,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4879,1,7,,4.0,b.cells,,104.357
18617,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2609,1,7,,4.0,b.cells,,104.357
18618,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1135,1,7,,4.0,b.cells,,104.357
18619,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4422,1,7,,4.0,b.cells,,104.357
18620,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3357,1,7,,4.0,b.cells,,104.357
18621,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6468,1,7,,6.0,b.cells,,104.357
18622,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8692,1,7,,4.0,b.cells,,104.357
18623,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7495,1,7,,6.0,b.cells,,104.357
18624,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7809,1,7,,4.0,b.cells,,104.357
18625,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells10024,1,7,,2.0,b.cells,,104.357
18626,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7886,1,7,,4.0,b.cells,,104.357
18627,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4347,1,7,,4.0,b.cells,,104.357
18628,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1111,1,7,,4.0,b.cells,,104.357
18629,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5986,1,7,,4.0,b.cells,,104.357
18630,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2077,1,7,,6.0,b.cells,,104.357
18631,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4199,1,7,,4.0,b.cells,,104.357
18632,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8086,1,7,,6.0,b.cells,,104.357
18633,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7237,1,7,,4.0,b.cells,,104.357
18634,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells418,1,7,,4.0,b.cells,,104.357
18635,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells619,1,7,,4.0,b.cells,,104.357
18636,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6043,1,7,,4.0,b.cells,,104.357
18637,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9308,1,7,,4.0,b.cells,,104.357
18638,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5401,1,7,,4.0,b.cells,,104.357
18639,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells3010,1,7,,5.0,b.cells,,104.357
18640,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells9109,1,7,,4.0,b.cells,,104.357
18641,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6460,1,7,,4.0,b.cells,,104.357
18642,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells29,1,7,,6.0,b.cells,,104.357
18643,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7014,1,7,,2.0,b.cells,,104.357
18644,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1825,1,7,,4.0,b.cells,,104.357
18645,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6282,1,7,,2.0,b.cells,,104.357
18646,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6831,1,7,,4.0,b.cells,,104.357
18647,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2171,1,7,,4.0,b.cells,,104.357
18648,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells10081,1,7,,4.0,b.cells,,104.357
18649,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5326,1,7,,4.0,b.cells,,104.357
18650,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells7280,1,7,,6.0,b.cells,,104.357
18651,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8509,1,7,,4.0,b.cells,,104.357
18652,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells698,1,7,,4.0,b.cells,,104.357
18653,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6041,1,7,,6.0,b.cells,,104.357
18654,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8987,1,7,,6.0,b.cells,,104.357
18655,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2297,1,7,,4.0,b.cells,,104.357
18656,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells359,1,7,,4.0,b.cells,,104.357
18657,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8968,1,7,,2.0,b.cells,,104.357
18658,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1209,1,7,,2.0,b.cells,,104.357
18659,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1603,1,7,,2.0,b.cells,,104.357
18660,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells4392,1,7,,4.0,b.cells,,104.357
18661,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells5785,1,7,,4.0,b.cells,,104.357
18662,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells8975,1,7,,4.0,b.cells,,104.357
18663,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells905,1,7,,2.0,b.cells,,104.357
18664,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6307,1,7,,2.0,b.cells,,104.357
18665,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells12,1,7,,2.0,b.cells,,104.357
18666,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells6976,1,7,,4.0,b.cells,,104.357
18667,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells2908,1,7,,4.0,b.cells,,104.357
18668,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,b.cells1776,1,7,,2.0,b.cells,,104.357
18669,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10013,1,7,,2.0,naive.cytotoxic,,104.357
18670,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5827,1,7,,2.0,naive.cytotoxic,,104.357
18671,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1319,1,7,,2.0,naive.cytotoxic,,104.357
18672,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4199,1,7,,2.0,naive.cytotoxic,,104.357
18673,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9094,1,7,,2.0,naive.cytotoxic,,104.357
18674,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5454,1,7,,6.0,naive.cytotoxic,,104.357
18675,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1283,1,7,,6.0,naive.cytotoxic,,104.357
18676,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11500,1,7,,2.0,naive.cytotoxic,,104.357
18677,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11802,1,7,,2.0,naive.cytotoxic,,104.357
18678,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4823,1,7,,2.0,naive.cytotoxic,,104.357
18679,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10361,1,7,,2.0,naive.cytotoxic,,104.357
18680,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic757,1,7,,6.0,naive.cytotoxic,,104.357
18681,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8168,1,7,,7.0,naive.cytotoxic,,104.357
18682,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8221,1,7,,5.0,naive.cytotoxic,,104.357
18683,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3749,1,7,,7.0,naive.cytotoxic,,104.357
18684,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7623,1,7,,7.0,naive.cytotoxic,,104.357
18685,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7654,1,7,,2.0,naive.cytotoxic,,104.357
18686,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5884,1,7,,7.0,naive.cytotoxic,,104.357
18687,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10216,1,7,,2.0,naive.cytotoxic,,104.357
18688,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1735,1,7,,2.0,naive.cytotoxic,,104.357
18689,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5028,1,7,,7.0,naive.cytotoxic,,104.357
18690,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2396,1,7,,2.0,naive.cytotoxic,,104.357
18691,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11678,1,7,,2.0,naive.cytotoxic,,104.357
18692,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5905,1,7,,7.0,naive.cytotoxic,,104.357
18693,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4467,1,7,,7.0,naive.cytotoxic,,104.357
18694,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10143,1,7,,7.0,naive.cytotoxic,,104.357
18695,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8282,1,7,,6.0,naive.cytotoxic,,104.357
18696,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4267,1,7,,2.0,naive.cytotoxic,,104.357
18697,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4455,1,7,,2.0,naive.cytotoxic,,104.357
18698,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9329,1,7,,6.0,naive.cytotoxic,,104.357
18699,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic41,1,7,,7.0,naive.cytotoxic,,104.357
18700,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11098,1,7,,2.0,naive.cytotoxic,,104.357
18701,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8218,1,7,,2.0,naive.cytotoxic,,104.357
18702,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3013,1,7,,2.0,naive.cytotoxic,,104.357
18703,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7930,1,7,,7.0,naive.cytotoxic,,104.357
18704,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5682,1,7,,2.0,naive.cytotoxic,,104.357
18705,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10781,1,7,,7.0,naive.cytotoxic,,104.357
18706,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3640,1,7,,7.0,naive.cytotoxic,,104.357
18707,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11065,1,7,,7.0,naive.cytotoxic,,104.357
18708,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3110,1,7,,2.0,naive.cytotoxic,,104.357
18709,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5279,1,7,,2.0,naive.cytotoxic,,104.357
18710,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6111,1,7,,6.0,naive.cytotoxic,,104.357
18711,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5960,1,7,,2.0,naive.cytotoxic,,104.357
18712,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic593,1,7,,6.0,naive.cytotoxic,,104.357
18713,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2969,1,7,,7.0,naive.cytotoxic,,104.357
18714,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9387,1,7,,7.0,naive.cytotoxic,,104.357
18715,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic2359,1,7,,7.0,naive.cytotoxic,,104.357
18716,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic10487,1,7,,7.0,naive.cytotoxic,,104.357
18717,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4336,1,7,,7.0,naive.cytotoxic,,104.357
18718,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic3213,1,7,,2.0,naive.cytotoxic,,104.357
18719,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7021,1,7,,2.0,naive.cytotoxic,,104.357
18720,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1969,1,7,,7.0,naive.cytotoxic,,104.357
18721,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic5819,1,7,,7.0,naive.cytotoxic,,104.357
18722,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11461,1,7,,2.0,naive.cytotoxic,,104.357
18723,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6895,1,7,,7.0,naive.cytotoxic,,104.357
18724,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9406,1,7,,6.0,naive.cytotoxic,,104.357
18725,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6885,1,7,,7.0,naive.cytotoxic,,104.357
18726,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic6444,1,7,,7.0,naive.cytotoxic,,104.357
18727,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9068,1,7,,6.0,naive.cytotoxic,,104.357
18728,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4665,1,7,,7.0,naive.cytotoxic,,104.357
18729,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic9555,1,7,,2.0,naive.cytotoxic,,104.357
18730,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic11281,1,7,,2.0,naive.cytotoxic,,104.357
18731,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic7954,1,7,,7.0,naive.cytotoxic,,104.357
18732,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1939,1,7,,2.0,naive.cytotoxic,,104.357
18733,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1383,1,7,,7.0,naive.cytotoxic,,104.357
18734,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1574,1,7,,7.0,naive.cytotoxic,,104.357
18735,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic4646,1,7,,2.0,naive.cytotoxic,,104.357
18736,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic8281,1,7,,7.0,naive.cytotoxic,,104.357
18737,sce_filteredExpr10_Zhengmix4eq,PCAKmeans,naive.cytotoxic1867,1,7,,2.0,naive.cytotoxic,,104.357
